id,text,oracle
,This appeared not to work on my system.,Negative
,"When I try running these programs now, I have this error as soon as I connect to my socket.",Negative
,"I tried to overwrite the style I saw getting applied, but it just isn't sticking.",Negative
,"My issue is that it doesn't seem like idris can evaluate the foldrImpl in the goal type, what makes me get stuck on the proofs.",Negative
,But that is clearly inconvenient since I have to code the functions that already exist in the library; this make me not use fold in any definitions that I intend to later prove something about.,Negative
,"I have even tried the sample code from Google Community, but it is not working.",Negative
,"This is the piece of code I am using to test right now, and it hasn't worked.",Negative
,"I just got a feedback from a client telling me that their emails all of the sudden are ""ugly"".",Negative
,I tried to do so but I have an issue with spring-boot and autoconfiguration class.,Negative
,"I know how to find the information from the sheet to copy from, but I'm having trouble finding the sheet to copy to.",Negative
,"I am having trouble using the value found in column C (the person's name), and then using that value to find a sheet with the coordinating name.",Negative
,I am having an issue where I am deleting data from a table that has a trigger on it that inserts rows into another (Audit) table and the only key on the table that can be altered is a date/time stamp.,Negative
,These transactions are occuring at the exact same time (down to the hundreth of a second) it is causing duplicate insert errors. on the sql trigger.,Negative
,There is an obvious mistake in the class.,Negative
,I'm struggling with the second toString() function.,Negative
,"However, I'm getting a few errors, and I'm not sure I'm on the right track here.",Negative
,Here's the function I'm struggling with.,Negative
,"Like I said, not sure I'm approaching this correctly.",Negative
,"I'm also getting errors for ""int cannot be dereferenced"" on compareCountLeft and compareCountRight, and ""int cannot be converted to String"" on my return statements.",Negative
,This worked on single account but I'm having trouble with the multiple account structure of the code.,Negative
,"I think there is something wrong with the fix up function, it doesn't insert the nodes as it should be done and gives me wrong height.",Negative
,"I'm trying to insert a file in the tree and it gives me very large height, i think there is something wrong here.",Negative
,"However, based on reading some of your comments, it sounds like you might be dealing with incorrect encodings.",Negative
,"The above works, but if for the first ranged for, the elements then do not get squared.",Negative
,"I don't understand the need to use a reference in this case, but not later when I want to cout each element using another ranged for.",Negative
,EndpointRouting is quite a big change and your 3rd party add-on might not be compatible.,Negative
,"Unfortunately, this information is not available from the Twitch API.",Negative
,"However, when I go to ""View Source"", this information is not there.",Negative
,"I have tried using phantomjs to open the site, but so far I have not been able to figure out how to have that part render.",Negative
,I am trying to bind dynamically the img using props but image is not displaying due to path.,Negative
,I tried using require but unable to do so.,Negative
,Image is not displaying.,Negative
,The network is not learning.,Negative
,There is something that I am doing incorrectly but I am unable to recognise it.,Negative
,I was expecting a very high accuracy since it is carrying weights but it is stuck at low accuracy from the first epoch.,Negative
,"There is no way for you to accomplish this, unless of course you code the scenario in such a way that you're able to mimic that state that the application WOULD be in had you ran through the entire test.",Negative
,There's no magical way to make it happen by itself.,Negative
,"It is returning a file object, but unfortunately it does not include dimensions.",Negative
,"I am trying to install fink on a new computer (it runs fine on my main machine) and now that fink mirrors are down, It is impossible to install it by using the usual way.",Negative
,I found nothing related on the mailing list.,Negative
,I tried to subscribe to the fink-beginners list but I never received the activation email.,Negative
,I dont know how to add condition like screen resolution and get something like that.,Negative
,"You seem to be using toLower, which works with Text, not with String, so quite naturally, it doesn't fit there.",Negative
,Unfortunately Google Sheets has no way of preserving data validation once a user deletes it.,Negative
,I posted some example logic but I don't think it's functional nor the best way to write it.,Negative
,"The problem is that after logging in, I have a controller that returns the user info using Auth::User(), but this is returning null every time.",Negative
,Which means that user is logged in but Auth facade is somehow not working.,Negative
,"I think that I'm changing the C pointer instead of the value, but I have no idea how can I fix this.",Negative
,I made the recommended adjustment to the heartbeat time but that didn't resolve it.,Negative
,I had a similar problem.,Negative
,"But some classes from B could not be resolved when building A, wheareas others were working fine.",Negative
,"In my case I was mapping a marker like you did, and I missed one of the object in my data was empty latitude.",Negative
,So it throwed the same error.,Negative
,I am learning SQLite and I'm using this database to learn how to correctly use querys but I'm struggling specially when I have to use data from multiple tables to get some information.,Negative
,"Of course, this shouldn't be used in production as is, the regex is quite crude.",Negative
,I've tried the following but it works with the attribute only which is not my goal.,Negative
,I'm not sure the code is going to behave as you might want it.,Negative
,"Once the users closes the modal, it won't be possible to open it again since there is no way to make mutableShow equal to true.",Negative
,Its taking a lot of time if I try it on huge dataset.,Negative
,"You're 3rd and 8th nodes both have values 65, but are not equal (they're different objects, so the condition will fail).",Negative
,"Everything works fine except that if i try to call 5 times the javascript function, i dont get any response from my local server.",Negative
,"It appears that the 6th time i call the function, the nodejs function doesn't even run.",Negative
,"As you can see on the image below, in the console of firefox the last get ajax request doesn't receive any response.",Negative
,It seems like it is a server side problem but i don't understand how to fix it.,Negative
,Not able to get actual response in both the cases.,Negative
,"Like I said, I would rather use a lookup table, but I have very little JPA experience and don't know what I am doing.",Negative
,"I tried this in myentity, but it didn't work.",Negative
,But this doesn't work.,Negative
,"I try to use this function, I get an error, this is a part of a larger abstraction effort I'm making.",Negative
,Both installs generate an error at the end of output.,Negative
,"This regex match Produces this error on files that do not contain the match, leaving me to believe the return is null.",Negative
,With Jenkins script security many of the solutions here become difficult since they are using non-whitelisted methods.,Negative
,"I am trying to scrape some images from a shopping site, but I am having some trouble with it since the listings updates as you scroll.",Negative
,"The problem is that although it does find the tag for every listing, it can only find the tag for the first 6 listings.",Negative
,"I tried with matplotlib, and with some Santdex tutorials and with but I failed.",Negative
,I thought about using Delaunay but I'm not having success,Negative
,But I can not make a common interceptor for two or more interfaces.,Negative
,Inline Style CSS is not recommended to use because it affects the whole CSS layout.,Negative
,"However, I cannot find anything in the C or C++ standards indicating how stack-unwinding should be expected to interact with a stack containing frames compiled from different source languages.",Negative
,Firstly I thought it would be my Console Output so I changed the Console Encoding but that didn't help.,Negative
,"But, it is giving an error RCRD_DSNT_EXIST, even though the record exists.",Negative
,CSS style changed and not working.,Negative
,"Direction change to 'rtl', style turns to 'right', but does not work correctly.",Negative
,No idea how to split them as two parts.,Negative
,"Also, trying to figure out how this filter get value range, since values pass to table update function doesn't work as well.",Negative
,I was trying to swap the min and max value on two end of silder but failed.,Negative
,But no Json response nor error is being returned.,Negative
,But when published to Testflight it just insta-crashes with the error.,Negative
,Have tried setting Bitcode to no in both my projects to no avail.,Negative
,I expected it to run in test flight but just instantly crashes.,Negative
,I get the error - This app could not be installed at this time.,Negative
,But when I implemented the same method into my DFS graph methods the output doesn't look all that good.,Negative
,The output for the above code is supposed to be strings but i'm getting ints.,Negative
,I am not sure why it is not working.,Negative
,Calling the fmin_ncg function gives me the following error message.,Negative
,I don't have the first clue on why this is happening.,Negative
,I can't even figure out how to make this condition.,Negative
,I have tried this but do not know where to go from there.,Negative
,"None of the instructions available on the JetBrains website or elsewhere allow me to create a Kotlin project, so I assume (as a beginner to Kotlin) I must be missing something.",Negative
,I don't know how to do this within the code.,Negative
,I have not been able to create a drop-down selector to choose a single item which is a listing of CSV files then load and output the selection to a data table.,Negative
,I have tried to create a drop-down input select box that is dependent on a previous input choice but could not figure out how to incorporate the example.,Negative
,"When this code is executed in jupyter environment, it returns the following error.",Negative
,I'm not sure how to go about designing the database tables for this requirement.,Negative
,I'm having a bit of trouble with making this list of lists into a list like this.,Negative
,"However, I can't use this code because it doesn't have a type.",Negative
,"I'm really struggling with this problem so any help would be greatly appreciated, thanks.",Negative
,"I get this error when I run the above code, what am I doing wrong in the comparison?",Negative
,Either way this is strange and I'd not expect to see significant divergence in STA results.,Negative
,I am having difficulty sending websocket data to multiple tabs.,Negative
,"I want to remove a folder, but I can't get in pycache to delete the py files.",Negative
,"I have done it before, but I don't know how I did it.",Negative
,"I am upgrading some legacy c++ code, to Visual Studio 2019, and am getting the ""C4996"" compiler error.",Negative
,"The ""Disable Specific Warnings"" build option is not working.",Negative
,"However, I still get the C4996 error, when I build.",Negative
,"I followed these instructions I expect the build error to go away, however it persists.",Negative
,"However, this is not an ideal solution because of the large number of lines of code that would need to change.",Negative
,"The problem is that, in order to support extensibility, the software uses protobuf, and I must use reflection.",Negative
,This isn't useful in my case because if I'm expecting Sample A.,Negative
,I am missing information about the 'val_acc' attribute when I fit a compiled sequential model.,Negative
,"I am getting the below error, I believe this is related to formatting the query.",Negative
,I am going into this problem planning to do logistic regression (just trying to learn how to perform it) and I am trying to assess impact of predictors on likelihood that the response could be say FALSE.,Negative
,"However, this won't work if you have another element below the last div.",Negative
,"Your instructor may not have articulated the point clearly, or perhaps you didn't understand the reason(s) given.",Negative
,"I personally think, for the project I'm running, that Firestore is the one for me but it seems very off putting that it's twice as slow on a cold start and 10 times slower on a hot start.",Negative
,"However, this code is sending out duplicate emails despite setting a column for ""sent"" emails and adding in the condition to not send to already ""sent"" emails.",Negative
,"I think the issue might be that the sheet is taking a bit longer to produce ""sent"" and in that time another email is sent out but I'm not sure.",Negative
,I'm trying to persist a SparseArray in a Room database and can not get it to compile.,Negative
,"I keep getting the ""Not sure how to convert a Cursor to this method's return type"" error message.",Negative
,I get the following error Cannot read property 'Building_Level' of undefined.,Negative
,This error appeared when I created a folder called static with a css folder.,Negative
,I really have no idea wich other logon credtials i should have.,Negative
,I am attempting to use a TextEditingController to edit the text field with brackets and a hyphen when the Save button is pressed but it does not seem to work.,Negative
,I have tried putting returns and breaks in various spots but they either give a syntax error or continue as if I had pressed the button again.,Negative
,But I cannot find good answer or a guide to achieve my goal.,Negative
,I know this has been asked before but I could not find any newer posts that could be of help.,Negative
,"In production, the FilePond instance seems to break my entire page when initializing it inside of a custom modal.",Negative
,"This works perfectly locally, but after pushing it into production, anytime I try to use it, the tab on the browser ends up freezing and I have to close out of it.",Negative
,I am thinking it is a memory leak potentially.,Negative
,"I have tried recording snapshots via the browser console, but have not had much success with this.",Negative
,I've unfortunately been unable to break it locally but don't have a lot of accessibility to the production environment so it's hard to narrow this down without any sort of bug occurring.,Negative
,"I believe it is a memory leak of some kind because there are no bugs that get reported on the console or via sentry, but it seems to quickly make the browser tab less and less responsive.",Negative
,I tried different methods but keep getting trapped in different incorrect results and returning to the last thing that almost works.,Negative
,I'm not sure how and where to call that method in the controller if I have to use it in a few input's.,Negative
,"I expected that the webpage will scale down to my mobile device width (320 pixel) but instead it ""overflows"".",Negative
,"The difference between SQS and DynamoDB response time should be very similar, unless your DynamoDB capacity isn't provisioned properly in which case you could have issues with throttles.",Negative
,Not built an access level system before but have thought about using something like the below but it doesn't work.,Negative
,Basic error reporting is working but I'm stuck on User Feedback.,Negative
,I am trying to create this behavior and not sure whether Gridstack supports it or not.,Negative
,"Following samples I was able to drag widgets between 2 top level grids and create a nested grid, but not successful in combining these 2 together.",Negative
,"The issues I keep running into are ""Mismatch"" and ""Global"".",Negative
,When I run it for a specific row in the table the code works but when I try to run it for the whole column it does not.,Negative
,"I made a WordPress site and it looks fine except when I got into mobile view on my phone, the background image is zoomed in and blurry.",Negative
,While installing I ran into an issue deploying rally database in Open Stack which runs in Virtual Box on Centos7.,Negative
,"After that I've installed rally database, basically did all prerequisites, and when running the following command I get the following error.",Negative
,Just want to bring your attention - your code is wrong.,Negative
,I get response error code 400(Bad Request).,Negative
,I've tried amending the height but I'm not quite sure I'm targeting the right div.,Negative
,"But I'm not sure where exactly I need to amend the code, specifically the height.",Negative
,It is not efficient to keep on shutting down and cleaning up the VM instances.,Negative
,It is not cost effective to keep the VM instances running all the time.,Negative
,But when I try to instantiate the chaincode it gives error after 5 minutes of wait.,Negative
,I included start script but I'm still getting this error after several retries.,Negative
,"But then exception: ""No such user"" occurs, i can't find any reason for why would that happen.",Negative
,"I have even tried this after already saving it to make it null, to no avail.",Negative
,"As the previous answer suggests, you should not use this.",Negative
,Now Firestore has to worry about automatic indexing of any new Field C.,Negative
,I am also calling sizeToFit() it is also not working.,Negative
,"So I'm trying to make a request to a website using payload, but I'm getting an error.",Negative
,"To post this request I need to pull unique 'CID' first, but I don't know how to include it into the request.",Negative
,Output: ReferenceError: cid is not defined,Negative
,It seems like transform scale doesn't work with animation object.,Negative
,However everytime I run kexec -e it just crashes without any error messages.,Negative
,"I also tried using systemctl, but now I get the error.",Negative
,I have already tried the effects package but it generates some error.,Negative
,Unfortunately all the examples I find online for how to use it are based on predictors (independent variables) that have numeric values.,Negative
,"All my independent variables have categorical values, so that doesn't help me much.",Negative
,I tried and it did not work.,Negative
,I'm trying to create a new database with these settings and CloudFormation is telling me that is not a valid parameter.,Negative
,"The DBParameterGroup docs don't have examples for postgres, and I have had a hard time finding what this value should be.",Negative
,This is simply broken code.,Negative
,"However, the problem is in your DAO Query.",Negative
,You have some bug in the part of the code where you input the angle and calculate the value from it.,Negative
,"The above code does the same thing as the code you have, but in my opinion is not that nice.",Negative
,"Unfortunately, you have a pipe which complicates things -- namely, the return from the recipe will be the return value fromrather than .",Negative
,My problem is i get 10 FPS by window when i display the two windows together.,Negative
,"I was expecting that the fast window will be faster than the slow window, but the two windows get the same slower FPS speed when painting at the same time.",Negative
,"The problem: Thedecorator is not being called when I use it in the parent class (), but it works normally when I overwrite RestController create method in the child class ().",Negative
,The code below works except for two problems.,Negative
,The first problem is that the extraction of the description info is incomplete.,Negative
,The second problem is that it cannot fetch the rest of the fields after the description field except for the snap-id.,Negative
,Compilation of insight debugger fails with the following error gcc: error: unrecognized command line option.,Negative
,Elastic search is complaining about a missing curly brace at the end of your json.,Negative
,Trouble hiding a div once a condition is met.,Negative
,No dice.,Negative
,No luck as well.,Negative
,This function is what I have currently that isn't working how I would like.,Negative
,No luck in switching between visibiliity or display.,Negative
,Looks to me like you have a naming discrepancy.,Negative
,"Your reducer is defined with a lowercase ,but your code is expecting uppercase.",Negative
,"When I try to import into Wordpress get message - This does not appear to be a WXR file, missing/invalid WXR version number.",Negative
,No expertise to do anything.,Negative
,The answer is incorrect 80% of the time.,Negative
,Note that a weighed average across a criteria set with different ranges is pretty much meaningless.,Negative
,But It didn't help.,Negative
,It seems that there is some problem with a docker.,Negative
,I have no idea why I does not work.,Negative
,And here is where I am struggling to get things to work properly in my controller.,Negative
,"I feel like I am almost there, but not quite understanding how to get there.",Negative
,I am getting this error while running the Student Management System project in netbeans Ide.,Negative
,"I'm including mongoose into my project, but when I start my server I get this error - Cannot find module 'mongoose'.",Negative
,"This confuses me, because mongoose was successfully working on this project a couple weeks ago.",Negative
,It has suddenly decided not to work.,Negative
,"But if I show it on an Android Studio's WebView, the page (with the Carousel) shows ok, but the carousel don't move, don't swipe and the prev/next buttons don't work.",Negative
,I'm building a click application with Python and am having some issues getting help to work for sub commands.,Negative
,I have a global option that is required and this option is being reported as missing when I run help on any sub command.,Negative
,In the layout-files the getters and setters from the data-variable are not shown - so there is a problem already there.,Negative
,"The build-log tells me to check the log for details, but I can not find any log with error-messages that could lead to a solution.",Negative
,I checked the raw gradle output and also tried to run those steps with the more verbose output - no luck.,Negative
,I also have problems to edit my existing layouts with constraint-views.,Negative
,In order to get logs I also changed to generate the binding-classes by the compiler instead on the fly by Android-Studio - no luck.,Negative
,"As this is an installation with some history, I also tried to delete the configuration-files from Android-Studio - also no luck.",Negative
,"Clean and Rebuild Project, Restart Android-Studio, Invalidate Caches, all that tried without success.",Negative
,Currently I am out of ideas where to look.,Negative
,"However, when I get to 720px where the nav item ""Chinese Calendars"" becomes two lines, it creates a gap between the nav bar and the submenu drop, tried shifting code around and removing things, but can't figure it out.",Negative
,I'm converting my flask app to django and I got stuck on rendering pygal charts.,Negative
,I'm not going to show my code because it's too complex.,Negative
,"My problem is that every cell of my HTML table says ""null"", when I need it to give the node value.",Negative
,So I believe I am retrieving the XML values incorrectly (in the for loop).,Negative
,But it does not work properly like what typical gravity in a game would act like and when I try to land on the platform I go instantly straight through the platform.,Negative
,The actual results are that the sprite does jump but it does not hit the ground properly and has a boundary to its jumping.,Negative
,Mid-air jumps can be done which I am not happy with in my game.,Negative
,And since netcore2 exists it is now both painful and futile.,Negative
,Netcore was missing a lot of NetFramework APIs that you expected to work in a net framework project.,Negative
,So then your migrated project doesn't build and you have lots of work to fix it.,Negative
,"I have tried this, but it does not work.",Negative
,"Instead i'm getting the error: ""object reference not set to an instance of an object"".",Negative
,I'm sure it means the script can't find the component but i can't quite figure out what's wrong.,Negative
,I expected that the movementSpeed would go to -4 but now i'm just getting an error.,Negative
,If your test logic really assumes that something can fail in the test itself and it is normal behaviour - probably the test is wrong.,Negative
,Anyway the implementation is wrong.,Negative
,The issue I'm having is that this only seems to work with files which I already have on my local machine.,Negative
,I've looked into bouncy castle and other options but I have not found anything that works.,Negative
,I have this code but it returns an error - Unhandled Exception: input too large for RSA.,Negative
,I am not really sure why the error is stating the input is too large for the RSA key since it works with the previously mentioned openssl cms command.,Negative
,I have an application running in Docker that leaks memory over time.,Negative
,Killing a container rather than restarting the process seems heavy.,Negative
,Too often Monit loses control of a process.,Negative
,It's proving just a bit beyond me at the moment.,Negative
,"I tried adding that error as an exception, but it didn't work, gives me these errors.",Negative
,"However, trying to add the options of the galleries that I have created in my component is proving to be difficult.",Negative
,"When I add the component to a page, I have now got the option to choose all the galleries that I created but displaying the gallery based upon which one I selected is what I have been unsuccessful in doing.",Negative
,"I think i have issue with the Where, WhereIn, Orwhere clause.",Negative
,There is a typo in the title.,Negative
,You will get weird bookmarklet behavior when you don't close the document.,Negative
,"I can't seem to figure out how to convert a string entered by the user, split it into individual characters and add it to a list 'chars' with the whitespaces.",Negative
,"I have tried to do it with a for loop and then print out the result, but it always stops as soon as there is a whitespace in the user entered string.",Negative
,"However, I'm not sure how to delete transitions with this method.",Negative
,The transitions interfere with clients' screen-reading software.,Negative
,Deleting the object in the paradigmatic VBA way () doesn't work.,Negative
,"I wanted to do this, but my interfaces are implementing REST API and this does not seem to work.",Negative
,Obviously this extension does not provide the method to be overwritten.,Negative
,"I debugged how the implementing is wired, but this is rather complex and I see no way of plugging in here something easily.",Negative
,Another idea was to use a filter intercepting the URL call and adding parameters but this does not sound nice.,Negative
,"This is SQL code, I can code in SQL, but not so well in Delphi.",Negative
,Nothing from Serial in SQL is correct.,Negative
,I tried to use htaccess but had no luck.,Negative
,"However, after some Googling it seems that VS Code doesn't support a glob for extensionless files.",Negative
,"I know i have to call the Items class, but I do not understand how I can get the name from the item class and return the index.",Negative
,A build process that works on a local PC is getting errors when run on DockerHub as an automated build.,Negative
,Even without this I get the same error.,Negative
,"Part that is not working is that i send user to some page, but when i check his cookies in chrome browser they are still there.",Negative
,"What i thought was the problem is not sending user to other page, but try to refresh page so i used this, but still no luck.",Negative
,"The probability vector for the multinomial will vary from grid site to grid site, so the NumPy multinomial function doesn't quite work for me since it does all of its draws from the same distribution.",Negative
,Iterating over each site seems incredibly inefficient and I was wondering if there was a way to do this efficiently in NumPy.,Negative
,I have the row sort but can't figure out how to sort on the pivoted columns.,Negative
,An exception is thrown with the message.,Negative
,I wonder why ColdFusion throws the exception.,Negative
,The problem is that when I click on the text field my browser triggers it's own auto complete which looks really ugly together with the other one.,Negative
,Doesn't seem to do anything.,Negative
,"When compiling the files through the command prompt, I am receiving a weird error.",Negative
,I have tried using it in case and didn't work.,Negative
,"I am trying to tokenize user input, and I almost have it, but there is a bug that I can't quite figure out.",Negative
,"I expect the output to be 4 like the other examples, however it is not.",Negative
,"This is what I've tried that isn't working, I'd like to be able to scroll within the ""content"" div if the content inside it is longer then the height of the screen.",Negative
,I do not know the library that I need to use for this.,Negative
,I am trying to do this but getting the Error Cannot find name,Negative
,The following doesn't fix the problem,Negative
,I am getting so many warning in dev and test environment.,Negative
,"Everything working fine, but these warning message is bothering, not able to get the same warning in local.",Negative
,"We are trying to connect to DB2 and read the data, we can read the data, but we have below warning.",Negative
,It looks like we have this problem in ibm developer books.,Negative
,"But when i create wordpress post and add the text area and a button in single post, its not working.",Negative
,It seems thatand/or the cookies are not being correctly cleared.,Negative
,This still fails when using Postman to make requests.,Negative
,I have found plenty of examples with Express including the following but not having any luck with Koa.,Negative
,I used as well findIteratable but i cannot get to the right structure if any of these codes are right to use.,Negative
,I don't see a way to programmatically access the filter value of the multiselect.,Negative
,I would rather not use this property.,Negative
,"That works, but it's ugly.",Negative
,Been pulling my hair out for a few hours now so its time to get help from SO.,Negative
,I'm not as familiar with how to pass that HTML result file from the flaskto the HTML template and then append that as a node to the DOM tree.,Negative
,My server also crashed for no obvious reason.,Negative
,"There I found that my server crashed at a certain time, but couldn't find the reason.",Negative
,"These give me an error as soon as I click on the button, specifically an HTTP 404 error for /HomeController/Create.",Negative
,I am not sure if I'm on the right track and how to proceed with doing appendchild.,Negative
,"Also, when I try running this code below the way it is, I get a JS error pointing to this line.",Negative
,I'm not passing in the variable correctly on the Flask app side.,Negative
,"I tried the following change in my JS code, but am still not seeing any results appear on the homepage.",Negative
,"BUT, I'm having difficulty adding a second, separate, and different grid in another UITableViewCell.",Negative
,This crashes without finding the Collection View reuse identifiers.,Negative
,"I've tried using the UICollectionView Identity Restoration ID, but I might not have the correct syntax or placement.",Negative
,Using Inline Styles is not recommended because it makes it hard to fix something or change something since you will likely have to fix it in several places instead of one.,Negative
,Could not be done with foreach loop.,Negative
,I don't know what should replace the above.,Negative
,The solution does not work if the cutoff depends on the variable.,Negative
,I think they check if you're connected to a database and if not display an error but I'm not completely sure.,Negative
,I also have no idea what's going on line by line.,Negative
,I'm really unsure of how I would do this.,Negative
,"I wrote this one, but didn't help me much.",Negative
,I'm currently using pyqt4 to make a sudoku gui and I'm facing a problem while trying to iterate through the attributes of the mainwindow object.,Negative
,Would be really helpful if someone can share insights on it.,Neutral
,Expected answer is binary value of passed decimal number in array of 0s and 1s.,Neutral
,We want the ability to use google services on the backend with the googleapis library.,Neutral
,"Since we have a lambda authorizer set up to validate the user hitting our endpoint with their jwtToken, in order to use googleapis like gmail or sheets, we have to also send their access_token along with that.",Neutral
,I would like to generate/get their access token for that user with their jwt token supplied from the front-end without having to pass along the access_token on every request.,Neutral
,Is that possible?,Neutral
,"For instance, I verify my token like this, but it only returns the hash of the access_token like so via the at_hash.",Neutral
,Essentially I am attempting to make a SOAP call to an exposed web service (which I have the WSDL for).,Neutral
,"My dataframe looks like this: What I need to do is when the column is equal to 0, take the value at the same row in the column and compare it with the value in the column when price is 1.",Neutral
,In my example it would be something like follow: Any idea how to iterate base on two different columns?,Neutral
,thanks,Neutral
,"I do know the differences between Scoped, Singleton and Transient services lifetimes, but my knowledge is limited to a stateless, MVC application.",Neutral
,"The EF Context seems to ""never"" be disposed.",Neutral
,"In a MVC app, the EntityFramework context is recreated before every request, and disposed after (as you can expect from ).",Neutral
,"So, I have three questions: What exactly is a ""request"" in Razor Components aka.",Neutral
,Server Side Blazor (from the service lifetime point of view)?,Neutral
,What about clients loosing the connection and reconnecting after?,Neutral
,"Is there any situations where I need to verify if the object is ""still"" being tracked by the context, or this sort of problem never happens?",Neutral
,"Yes, look into python context objects.",Neutral
,"You have two alternatives:You can use fields, which will be rendered as 2 columns on mostdevices.",Neutral
,I'd like to add to the previous answers and suggest using Wiremock JAX-RS (disclaimer: I am the author).,Neutral
,"It allows you to automate the stubbing, if you express your interface with JAX-RS.",Neutral
,It adds the method that is used like this:,Neutral
,"For purposes of your question, we're just talking about some arbitrary small distance -- correct?",Neutral
,"Instead, I would use turtle's own method to keep things in synch.",Neutral
,"In .NET Core there is no static anymore, because .NET Core has a built in Dependency Injection system that is used inside Core.",Neutral
,You find all the details here.,Neutral
,"In case you have the HttpContext but Session is null, then you have to enable the Session:",Neutral
,I recently downloaded Emacs with the dependencies on Windows 10.,Neutral
,I'm attempting to run python script using elpy.,Neutral
,I believe python is pre downloaded with emacs.,Neutral
,Is this correct?,Neutral
,Is there something I am missing in order to do this?,Neutral
,Edit: I realize having all of my file may be necessary:,Neutral
,I have been implementing my own turn based board game.,Neutral
,Whole game is based on PlayGameService's SkeletonTbmp example with some modifications.,Neutral
,For example my emulator persists a move data and sends it correctly to my actual Android phone and my phone unpersists as implemented in the example.,Neutral
,Then some seconds later my emulator receives this same data without actual device persisting it and calling .,Neutral
,"This also happens sometimes on game start on the first turn, emulator receives the first ""dummy"" turn data without actual device sending anything yet.",Neutral
,"It does not happen every single turn, just occasionally.",Neutral
,Could this be something with my Google Play Console settings or does these turns buffer some how and then they are released at some point?,Neutral
,"Please refer the online document at DolphinDB supports:Named function Anonymous function Pure functionLambda expression Partial Application Closure Higher order functions including ,,,,,,,, ,,,,,,,,,,,",Neutral
,I've inherited a custom built webpage which uses redis server and i noticed that in every 3-5 minutes redis server peaks and uses 100% cpu for maybe 2-3 minutes.,Neutral
,Anyone have any ideas or clues on what i can do to optimize this?,Neutral
,"In the screenshot seems that you are not paused in any breakpoint, if you want to inspect the scope of a function you need to pause the code execution with a breakpoint in the part of the code that you want to see the scope.",Neutral
,Happened to me.,Neutral
,Disabled a lot of themes and other add-ons (many).,Neutral
,I am developing a new extension which uses tasks.,Neutral
,"I need to create a task which will call a function, rather than starting a new process or shell.",Neutral
,I can create a new task which can execute a shell command.,Neutral
,I would like to make a task which will call another method.,Neutral
,Is there a way to do this?,Neutral
,I'm trying to create multiple dropdownlistfor components like this: Each uses a list of objects stored inside .,Neutral
,My SSRS report creates a summarized table.,Neutral
,I need to do a calculation based on 2 pieces of data from the table and add it as an expression at the bottom of the report.,Neutral
,I am new to SSRS.,Neutral
,"I have copied the lookup values directly from the SQL code, so I KNOW there are no typos in my comparison values.",Neutral
,I have the same menu but styled differently for pc and smaller versions.,Neutral
,And I want this script to only affect the menu when the screen is lower than x width.,Neutral
,How can I achieve this?This is my script,Neutral
,value_counts() can only be used on a Series,Neutral
,"i created a macro where if the the cell if blank i put ""N/A"" in the empty cell.",Neutral
,i do this through multiple worksheets.,Neutral
,It has to do with hashing a url with a secret key.,Neutral
,The linux command is (fake site and numbers just for example): I don't really know what the commands mean so not sure where to even start with how to try and get this kind of call in C#.,Neutral
,"I know that when I want to use any of androids sensors, I have to register them and read their values via onSensorChanged().",Neutral
,"If I am done with them, I unregister them to save power.",Neutral
,I've got the following bit of code: The script will be run in the command line and each time the script is started I want the user to enter the variables interactively (+set globally).,Neutral
,"Trying to query the db for a specific record, this record in the model has an ICollection associated with it.",Neutral
,Is this behavior correct?,Neutral
,"We think our issue was related to this: We're using an internal nlb with our nginx ingress controller, with targets registered by instance ID.",Neutral
,We also changed our externalTrafficPolicy setting to Local.,Neutral
,I want to store some data in firebase which is available only for a limited time.,Neutral
,For eg if I am saving my data today then my data should only be available for that day and it should be deleted by tomorrow automatically.,Neutral
,is there any way to store time limited data in firebase?.,Neutral
,Can you please let me know whats the best way to bulk get and upsert documents from cocuhbase using java ?,Neutral
,Can I use N1QL ?,Neutral
,Please suggest?,Neutral
,I'm pretty new to elastic search and would like to write a query for all of the values a specific field?,Neutral
,I'm using docker-compose for my rails app.,Neutral
,Am I missing something here?,Neutral
,Why it's not working?,Neutral
,There might be a better solution too.,Neutral
,This is a made up toy example to try to get help on the harder parts of my problem.,Neutral
,"Someone on the Beam chat suggested I could use session windows for this case if I just include the period in my key and make the gap duration 2 days, roughly.",Neutral
,"Honestly, it sounds a bit like you're trying to re-create the project reference experience with NuGet packages.",Neutral
,"If you're able to migrate your projects to SDK style projects (used by .NET Core, but you can still target the .NET Framework), then you can use or the tool.",Neutral
,You are missing the async declaration on one of your functions.,Neutral
,"Here is the working code: Await can only be used in an async function, because await is by definition asynchronous, and therefore must either use the callback or promise paradigm.",Neutral
,"By declaring a function as async, you are telling JavaScript to wrap your response in a promise.",Neutral
,"Your issue was on the following line, this is where I added the async as mentioned before.",Neutral
,"You will notice I made your route use async also, because you would've had an issue before.",Neutral
,Notice the two lines in your original code: Your response would send before you even made your database call because you are not wrapping the within the .then.,Neutral
,"You could move the into the .then, but if you are going to use async/await, I would use it all the way.",Neutral
,So your new route would look like:,Neutral
,I have an Angular 6 application.,Neutral
,I am attempting to retrieve my email messages from my gmail account by connect to Google’s API.,Neutral
,This link here explains how.,Neutral
,It says to call this endpoint with your userId and message id.,Neutral
,How do I figure that out?,Neutral
