id,text
10560,Is there a convenient way to check if a directory is empty using MSBuild?
10561,There is a free ebook that microsoft released about windows phone developement. Its extremely useful and It could probably answer this and many other questions you might have! you can download the book from this website:
10562,"you actually can use HTML5 tech to apply on that beside, you can use a gem 'client-side validation' the github is here I suggest you use the gem...pretty awesome :D"
10563,What's the expected vs resulting behaviour? More info needed.
10564,You can define an External. and a little more on the how-to side...
10565,DELETE command doesn't work with JOIN
10566,Horribly inefficient! It re-encodes the image each time. Try this instead.
10567,"You have to be excruciatingly careful when there are spaces in the path names. In the context, you probably need: You don't need quotes around the variable this time."
10568,"I am using 'simpLESS' program to compile my .less files into .css files on the fly. It is really great! However, after using it only for couple of days, 'simpLESS' stopped copiling the .less into .css files. I have tried to reinstall, redownload and then reinstall, tried other directories, other .less files, tried recompiling manuall - but nothing works. Has anyone experienced this? Thanks!"
10569,"Oh, this was was a pain! I probably lost 2 hours on this. Here is the solution: CMake uses short 'C' applications to test/try things. If the CMakeLists.txt states that C++ is used for the project, without also listing C, then some of those shorts tests incorrectly fail, and cmake then thinks those things aren't found. The solution was to change the first line of CMakeLists from this: ...to include C as a language: Then delete , recreate it, and everything then works:"
10570,"In your code, strip out the stop words. You'll have to maintain your own list."
10571,Im afraid you cant do that!!!
10572,"I would've answered StackOverflow, but it's not open-source :)"
10573,We are now 2 years after migrating to TFS. Just upgraded to 2013. The team absolutely love it and can't even think about the old svn days!
10574,Welcome :) :) :)
10575,"I am building the Android OS on Mac OSX (Lion), and Eclipse as an IDE. I am trying to understand certain parts of the OS however this requires performing many searches throughout the project. These searches take 5 or 10 minutes on Eclipse, and the way they are presented is also extremely annoying. Also, I need a separate editor to open up the native files found in the OS, since if they are opened in Eclipse there is no color coding of the C++ syntax. I feel that Eclipse is really slowing me down - can anyone suggest a better IDE for browsing the Android OS (preferably free)?"
10576,"I recently worked on a product that was targeted to .NET 3.5. Out of hundreds of beta testers, I can probably count on one hand the number that already had .NET 3.5. The rest had to sit through the absolutely painful .NET 3.5 install from microsoft (~30 minutes, and most of the time the progress bar stays near 0 so people think it is broken)."
10577,What are you trying to generate specifically?
10578,+1 for makeself. I totally loved that. :)
10579,Test code: How do I remove the whitespaces before storing it into the array?
10580,"I wish I'd have found this question yesterday, as it has been causing me grief for hours! Surely this is a bug with the emulator?"
10581,"Thank you @Ward! We're loving how easy it is to create the GUI with Breeze! If can just work out this part, we will have a great solution!"
10582,"Yeah I agree, I use igoogle to read all the news at one place, check my gmail, gcalender, etc."
10583,Thanks so much for the excellent answers! All answers worked beautifully.
10584,Wow! It is really great answer! So helpful! Thank you very much!
10585,"+1, @this is better than the accepted answer"
10586,FYI: I happen to be on Tomcat 5.5.17
10587,It seems they are two names for the same ideaÄì is there any difference?
10588,Don't rely too much on cplusplus.com
10589,"The search bots don't care about hash tags. And if you are using them for some kind of flash or AJAX calls, you have more serious problems than your 301 redirects don't work. Because unless you have the content in an alternate form, the search engines are not indexing your site and you are definitely suffering as far as SEO goes."
10590,"I'm doing one app which requires AJAX call on almost every user interaction possible, I started writing JS functions, webservices etc. to handle all of that(still long way to go from here). Now I am wondering If I made a mistake maybe I should put whole page in update panel because I really hate writting JS. Is there some drawback to use it instead of custom written ajax calls to web service and js functions, and is it better to use more update panels or one big?"
10591,"That answer was extremely helpful Scott, thanks for the pointer on that!"
10592,An object created by a user is really no different from one you create yourself (except you have to be suspicious of potentially malicious input!). The simplest way to be able to edit objects outside the admin interface is to use the built-in . Similarly you can delete them with a . If you want to restrict you can edit objects you can user the from .
10593,"Why dont you simply wrap the absolutely excellent XOM with implicit conversions and such? Yes, it won't give you scala's XML-native-syntax style out of the box..."
10594,The problem was due to a malfunctioning . Very painful and a lot of time wasted.
10595,"There's no need to spawn new processes, simply re-use them between requests."
10596,"I'm trying to do this in a makefile and it fails horribly: do you know why? I guess it has to do with escaping, but what and where?"
10597,"the problem that I am having is while designing an email to be sent to users the border of the HTML table is not disappearing even though it is set to 0 and so leaves horrible white lines through areas which are menu to be solid blue colors, below is my HTML code! Untitled Document"
10598,"The memory for t isn't allocated, so why I don't get segfault when I run it?"
10599,Wow that was exactly what I wanted! So the second solution I showed is somewhat similar to what he's describing but he describes also extremely elegant triggers that would keep all the data fully sane without any external code sanitization! I think I will go with that design!
10600,Check out the WordPress repository. There is a plugin called WP GCM Its a very great one and has some great extras!
10601,"**As of May 2010, Silverlight is at 57%.**"
10602,"That's really an excellent post, thanks for pointing that out!"
10603,ps really hate the response limits on comments.
10604,"clicking the zoom (or pan) button again, restores it. terribly silly - yes!"
10605,No worries! Joe
10606,I have used very successfully ( with a tweakette here or there! )
10607,done... stackoverflow makes you wait several minutes. I really hate that
10608,Seth's answer was totally awesome! Please be sure to green checkmark it!
10609,Which enviroment and frameworks are you using actualy to dev for Android?
10610,"+100 for this :-) you made my day!! When writing the question I was not sure if it was related to ""Brook's mythicalman month"" and skipped it. Here I go ... and it's persisted for eternity on stackoverflow :-) I am really ""rofl"" that stackoverflow can answ"
10611,"@Rob same problem, nothing. very disgusting"
10612,"Why do you need the class explicitly? Couldn't you use the interface? Note that casting is not encouraged, which is why it looks so awful in Scala!"
10613,This didn't seem to bring the existing window to the foreground when I tried it.
10614,"excellent adding! for debugging, go to wp-content\plugins\syntax-highlighter-compress\syntax-highlighter-compress.php and add the following line to wp_shc_head() :"
10615,I have a page running on my local django dev server with the Django Debug Toolbar that seems to be running quite slowly but I'm unsure why: Django Debug Toolbar says SQL - 46 queries in 39.80ms And then running a profiler I get 7926 function calls (7774 primitive calls) in 0.024 seconds So I'm left wondering why is the profile time so much lower than the Total CPU Time? And then how can I find out what's causing the difference? And secondary to that - should i be worried about the 16842 involuntary context switches!?
10616,What is the equivalent of ObjectContext.ApplyCurrentValues for DbContext?
10617,It sounds very scary to me to use a floating point number for a key in a `map`.
10618,Excellent thanks!
10619,The WPF SDK Team posted a EXCELLENT article about chromeless windows available here: This is a MUST read!!! UPDATED Also found article by Lester Lebo on how to use the WPF Shell Integration Library for a custom window chrome
10620,Ahw... that's plain sad :(
10621,I have a menu of links that need to have additional parameters added using data from cookies. I need to be able to do this client-side and not server-side. Basically I have a menu like this: And a cookie with a number like this: I am trying to get the 'users_number' to be included as a POST parameter to all of the links on that menu (ie. /link/to/page1?users_number=thecookievalue) What I don't want is users to be able to see this in their URL bar. Right now I am using: This functions as I wanted but I am trying to figure out how to do this in a way where the user does not see the ?parameters at the end of their URL. Is there a way to do this same thing but without them being able to see it? Any help would be hugely appreciated -- thanks!
10622,could some one help me how to add new css using views theme in drupal 6.0
10623,No worries man!
10624,@Stilly.stack wooow I didn't know that that was important!! thanks a lot :)
10625,in about 4 months from now I should be able to show you one =P
10626,Have you run this on SQL Server?
10627,"I'm trying to make a link inside the fancybox single image title. I want it to redirect me to another fancybox window (witch is inline)... I have a script that makes the whole single image a link, but this targets my document title instead of the anchor title... I really hope someone will have a solution or a better idea on how to do it!! :) Thank you thank you thank yooou! :) btw: I have almost never worked with scripts.. In depth anyways..."
10628,"I can only help if I can see the full (ie. non-compressed) source code. The code included on the website has been modified (from jqDock v1.6 source) and re-compressed, which makes it extremely difficult (understatement!) to tell what has been changed. (I have also responded - with the same answer - to a direct email from the poster)"
10629,Are you using WinForms or WPF?
10630,I voted up your question because I want to do the same thing.
10631,Excellent! Thanks for the additional detail Sean!
10632,"There's 2 parts to this question, both about RestKit: How can we post up 2 values email and password, and deal with the response using the object mapper How can we map 2 objects in a response We are expecting the following JSON response: What's the correct way to map this out, we've got a class setup for User and Token, but all the examples i've seen seem to not show something like this where there is two segments to the response, here's the code we have at the moment: Appreciate any help you can give on this, loving RestKit so far!"
10633,Excellent tutorial!
10634,Im trying to work with this awful language and I have to change an item of list by accessing to it with index I dont understand the awful syntax of TCL! How can I realise it?
10635,"This is extremely ugly C-style code, easy to get wrong. While the bugs in your code have been fixed by earlier birds, here is the C++ way to do this:"
10636,You don't know if threads are killed unless you catch a signal that tells you so!
10637,Return some JSON with the state... Then some jQuery should do it...
10638,Are you using Hibernate or similar to interface the database?
10639,"eXcellent, superb, charm :) Thank you!"
10640,"I am working on an app that uses some basic view types, but I find the default attributes extremely ugly in Android (for example, a bright yellow ). I can get the basic seekbar if I create it from code, using only the parameter, but I would like to know if there is a way to do this inside an XML Layout file. Is there an attribute I can set that will remove all default attributes - such as ?"
10641,Need to do it without using any swing or other GUI as background process.
10642,@BoristheSpider :( :( That is really sad. :(
10643,Excellent answer!
10644,here's my hack that assumes arguments are all imaginary: ...horrible! but what you ask for isn't really possible without for instance hacking to dispatch to a new subtype of java.lang.Number. Really it would make more sense to use a Java or Clojure complex number library.
10645,Haha great :) Happens to the best of us!
10646,"I am working on where i have two tables like and Country : City : cidCountryidId Means Many-to-One mapped with Now i need to access the details from I created already 'Country.hbm.xml' I created already 'City.hbm.xml' Query: Query Result I don't know why it is showing this exception..., if anyone knows, it will a great pleasure for me..!! Note: I am retrieving child details from parent"
10647,I drew a circle using this code: how can i write a or event for this circle?
10648,If this is true that's excellent news! I'll give it a try next app update...
10649,There are some really great answers here that I wholeheartedly agree with!
10650,Is there any way we could implement vertical lines in a jquery file tree?
10651,"@DaveBish, What an excellent tool! I will be using this ALOT in future! :-)"
10652,What makes you think it can't?
10653,"Yes, you should implement pagination before that, at the SQL query stage. Otherwise there's nothing better than iterating and discarding (which is really horrible)."
10654,yeah: hopeless!
10655,"I am experiencing exactly this problem (and am in exactly the same world of pain): Whereby I am offering an update to SQL using LinqToSQL and it is failing with a because is set to . Due to legacy databases also on the server I am targeting, I am not able to re-configure the default connection settings as is quite rightly stated in the accepted answer in . My question is: How do you convince LinqToSQL to run a SQL before executing an update?"
10656,"I'm currently having exactly the same issue with Monotouch and that's why I found your question. I get the very same exception as you do. This makes me assume that I'm not facing a Monotouch issue but a basic (mis)behavior of XIBs/Cocoatouch. So the answer is: no, it is not possible. Very sad though. RenÃ©"
10657,Here is another one to consider http://tableview.codeplex.com
10658,"EXCELLENT! works like magic, just what i needed"
10659,"Here are my tables. And here are my object classes I'm brand new to dapper and orm in general, so please bare with me. Would a many-to-many relationship be possible to map out with dapper? If so, could someone provide a coding sample, that would be extremely helpful! I am also open to switching to a heavier orm if that would make these advanced mapping scenarios a lot simpler."
10660,"You can't use multiple colors on an icon font, so what you ask isn't possible. You could use a partial background fill, but that doesn't seem very desirable. If you switch to you would at least have access to symbols."
10661,"Wow, wow, wow! I actually found a better way to do that... if I keep the same abbreviation and change template text into: it does want I wanted, but in the way cooler way! So you can use your own variables in a template as long as you don't call them or Awesome!"
10662,"Chris, this regex matches *1* character from [^\w\W] character class. *Single* character."
10663,That's horrible!!
10664,"I've been using yui3 grids lately for my column layouts, and I'm loving them! Here's a link to a great overview/tutorial: This is a very easy and flexible solution, which scales well to even very complex layouts."
10665,I just tried installing those missing plugins ... what a pain!
10666,"If the answer was a snake, I could have been killed by it, its already in front of me!"
10667,Have you considered named parameters?
10668,Replaced http://www.vim.org/tips/tip.php?tip_id=305 with archive.org link...
10669,Is this possible? I have looked online and cannot seem to find an answer.
10670,Excellent! Can you post it as an answer?
10671,"Say I have a string How could I check if exists in str, case insensitive?"
10672,can I replace my entire windows vista with ubuntu and is it free? I really hate vista
10673,@PhilipOakley excellent suggestion! I hadn't used `cherry-pick` before but that worked quite well. If you post as an answer I'll accept.
10674,"Right, since you recognize EAV, I'm supposing you'll do fine :3 Good luck!"
10675,I've been tackling the same issue. It's a pain!
10676,Why would you do that? You're begging for horrible debugging sessions!
10677,"This is a common problem, and it's not a matter of ""PHP is lying to me!"" You have to understand how PHP sends the emails, and how servers interpret and process them. Your email host is likely interpreting these emails as spam, and sending them to a quarantine folder. None of this has anything to do with how PHP is handling your email."
10678,OR you can use a regualr expression :
10679,"I found this great node mysql boilerplate: it works terrific! However, now I need to hook it in to my existing user table, and my key field is named userID, not simply id, and changing the key fieldname in mysql breaks the example. So my question is, where in the project do I need to specify a different id field name? I see user.id in /util/auth.js passport.serializeUser and id in passport.deserializeUser functions, but it seems it must be specified elsewhere too. I'm hoping this is a simple question for users of passportjs!"
10680,"OR do whatever you need to to make the bottom, left and right borders look right and then just hide the top border with this hacky code: . Then feel really guilty about using it."
10681,Excellent answer!
10682,Except he says WCF right in the title. -1.
10683,@Dimitre: +1 Excellent and complete answer!
10684,It's possible to change color of UINavigationController view and buttons?
10685,"I'm trying to create some ads in Admob, but on last step I always get error: but it didn't specify WHERE. I swear god, there are no errors on whole page, all fields are correctly filled, I see no red shapes around fields, everything match criterias written under fields, but I stil get this error - without any explanation. Has anybody same experiences? It's totally frustrating :("
10686,What Ant version you are using?
10687,Scary question!
10688,I'm not sure that the given approach will work with hosts using NPT/EPT.
10689,I had on top of one of my rake files.
10690,"Ah, excellent :)"
10691,"I placed all the receiver tags in : And implemented my subclass: This works very fine!!! But... The method is called AFTER uninstall was completed but BEFORE users press OK at confirmation activity showed by native system. I wanna, if exists, receive a broadcast AFTER user press OK. Thanks!"
10692,you can use
10693,The only way I've found to do this is using the plugin hoverIntent:
10694,"Come on, you are worrying about efficiency while your first line of code is incorrect!"
10695,"@NWest You can use a `@table` variable, which is immune from transaction rollbacks, to not need all kinds of heinous workarounds."
10696,"I don't see how this is possible, but I really, really hate to run my query an extra time just to get the record count so I can build a pager. When I say a ""pager"" I simply mean the common gizmo with a link for each 10 records for example."
10697,S.Keller's solution worked for me and may fix your issue too.
10698,I had to iterate over the json object
10699,I can't believe that answer from a company. Horrible!
10700,"It sounds like you might want to use . It is extremely awesome. If you use Datejs, here's how you could do it: ex. for me: returns an array with 3 Date objects:"
10701,What's memory profiling (as opposed to performance profiling)?
10702,"Well, this is a bit of an awful hack but quite frankly any C++ application which needs a way to define an unconstructable object is probably already an awful hack! And under GCC, I get the following: test.cpp: In function âint main()â: test.cpp:9: error: cannot declare variable âan_instanceâ to be of abstract type âlaâ test.cpp:2: note: because the following virtual functions are pure within âlaâ: test.cpp:4: note: virtual void la::oh_no_you_dont()"
10703,I mean when the form is posted.
10704,"I had left out PIPE, the new version works..."
10705,For Python 3 the following will work.
10706,"The issue at hand, is that your parent thread finishes, but doesn't check if there are child threads left which are still running, which are silently killed in this manner! I would recommend the following approach: Instead of use change your thread code around: to Similar answered ."
10707,Are the elements also initialized to '\0' when allocating memory to a string through malloc?
10708,there is no chance to add blank lines between html code in slim. closest solution to your case are adding comment such and but this is really painful
10709,sp_detach_db and sp_attach_db. It need not be point and click.
10710,Very scary! O_O
10711,I read following codes in Why reverse the latin-1 to utf8 using above logic?
10712,Where exactly do you hook your events inside your UserControl?
10713,Can you show us your html and css? Fyi... styling select boxes is terribly difficult!
10714,I've created a div how would I make this div a child of using Javascript?
10715,"no, it is not possible -- we tried hard and ended up reverting to the 10.7 way of using a custom class.. check MAAttachedWindow well with enough swizzling and posing it'd be possible of course... but that is very evil and at least as much work as your own class!"
10716,EDIT: Also you should avoid using it can make debugging extremely frustrating.
10717,"You must redraw your background with each change in your line (thatâs the canvas way) Donât worry, canvas is very fast at redrawing! Here is code and a Fiddle:"
10718,Have you declared the Bundle-ClassPath in your bundle's MANIFEST.MF
10719,"So ""options"" always has one item, and ""option"" can have multiple? What a horrid API!"
10720,I would really love if someone could tell me how to tell whether 2 objects have touched (An image or a button) I know how to make them draggable but not how to tell if they have touched and to do something when they touch! Thanks!
10721,":~) Very embarrassing!!! When I debugged and printed the receiving addresses, I realized that I was checking the wrong email account! Sorry to have taken your time."
10722,"Here is a solution that works for lower case strings only. Horrible horrible code, but I was trying to see how few lines I could write a solution in."
10723,"I have 2 files I need to merge based on 2 columns. I have tried using awk as well as tried combining the 2 columns using _ and then using the join command. When using join, some records were not matched, even after sorting, and multiple records were created. Using awk I can match the files correctly, but cannot get the output to print with zeroes when no match exists. File 1: File 2: Desired output: Any help would be hugely appreciated, I am new to large data files and unix!"
10724,urllib.quote ought to help with this.
10725,Excellent ! It works !
10726,Its an excellent place to start!
10727,@Marc-AndrÃ© Lafortune Your answer there was incredibly helpful! Thank you!
10728,Which version of Visual Studio are you using?
10729,"Excellent! You, sir, need a Flattr button. Or join Gittip."
10730,+1 Thats a very sexy way of getting days within a range!
10731,"@AliceChen sad but sometimes the dropbox servers go down, this may also cause this!"
10732,Your variables are pointing at the same object. I'd be worried if they weren't equal!
10733,"Ew, the `com` prefix is horrible!"
10734,"I wanna make popover for add new event when user will click to day (""select"" callback in jsEvent.pageX and jsEvent.pageY parameter but Idea where is this popup still sticked on clicked element looks better. So my working code for stick popup to some element : html I already tried something like this: But isn't working. Any help will very greatful!"
10735,Why can't setting the view's xml attribute make LinearLayout scrollable.?
10736,"So I'm using activerecord to get the count of items for a certain day: But this doesn't give me if there are no records for a given day, how can I fix this? Or is there are more ""Rails"" way do to something like this? Any help is hugely appreciated, thanks again!"
10737,@Leon Tayson: Excellent answer!!! Thanks loads...
10738,You have a data race because of the conflicting read/write access to . This implies that the behavior of your program is not defined. The race condition on is the least of your worries: the program could do anything!
10739,"Does iTextSharp support Windows Metro Apps? I am trying to create PDFs from a C# Metro App, but PdfWriter.GetInstance requires some arguments which is not available in WinRT. Any help would be EXTREMELY appreciated!"
10740,"Sky, it sounds like you can maintain *complete* test coverage for an exception. Excellent work! Maybe someday I'll learn how to do that."
10741,very nice beautiful :-)
10742,"I wrote something that does work, but it's extremely ugly, but thought it could either help someone else or we could get something better. Here's what I came up with:"
10743,"I am trying to create a plot of several data series that are contained in a pandas DataFrame. Let's use as an example: This code produces a simple line chart with two different data series: However, if I try and create this same plot in a PyQt widget using , I only get a single line. My code for the second example is a little more involved: When I run this code, the output looks like this: If anyone can shed any light on this, it would be hugely appreciated! Thanks."
10744,"I need to transform this : into this : I tried to use wrapAll with jquery, something like that : Any suggestions would be really appreciated :) Thank you very much !"
10745,"I need someone to point me in the right direction on this.... In my Android application I have a ListView with custom views for each row containing various textviews each. I retrieve weather information for multiple locations and then want to write the results for each location to its own listview item. The question is, how do I refer to each textview on each listview item? I can't do it by name using , can I? If there are three items in the list, will the temperature textview for each item be names the same, just differ by an array index? If so, how do I specify TextViewName(0), TextViewName(1) and TextViewName (2) for the three list items? Yes, I'm still very new to Android....but loving it!"
10746,"Something along these lines, perhaps?"
10747,Diodeus: You ought to post that as an answer.
10748,Awesome :) !!!!!
10749,"this worked excellently, great job! :)"
10750,Gosh ! you're right !!! Excellent !!!! Is there a way to expand it programatically ? I added .setOngoing(true) (to the top) but it's not expanded... (not really the top because the first one is a notification when I'm plugged to USB for tools developpement ). Thank you again my friend !
10751,@Jon no worries!
10752,"It can't be closed, but you can remove the OK button by specifying a function as the 3rd parameter: But seriously think about this, because spawning unclosable dialog boxes won't exactly make people overjoyed about your site."
10753,You should accept @Andreas Petersson's answer.
10754,"Since ChangeSets are becoming too many to handle because of many checkins, I'm thinking of selecting multiple changesets then create a single work item link for code review purposes. It's really painful to create work item per changeset and assign to a code-reviewer. Is this possible?"
10755,I have never use this but looks really great and pretty easy to use !
10756,"I need to add some controls to context menu. Is it possible? If yes, how?"
10757,I stumbled upon this site and really loved the way they have done the navigation on the left hand site. I noticed that site is using jquery but didnt see any plugins. Any ideas on how to go about doing this?
10758,Is it possible to initialize objects of the type: via boost::assign::list_of
10759,That works! Very awesome :) How do I select your answer as the solution?
10760,Or the dreaded AVL trees!
10761,excellent! exactly what I was looking for. Thanks Anna.
10762,"In that case, try: ls -f | head -10"
10763,I just installed AndroidStudio in my System I am trying to create my Very First Project . I set up JAVA_HOME and Android SDK path that has been used previuosly by eclipse in Android Studio Android SDK has the below versions for Tools and Platform Android SDK Tools - 22.6.2 SDK Platform - 19 As soon as started Android studio downloaded the Gradle-1.12 in the below path C:\Users\DELL.gradle\wrapper\dists\gradle-1.12-all after that it shows the build screen as below. This screen is shown for ever . It is not moving further. can anyone help me in this. I am sad!
10764,"If you're really worried about this, Java is not the language for you"
10765,"Right, I've got this horrible mess of html and erb (that does work!), but I want to do things properly and render the whole thing with the method. But I'm not sure how to do this, I can only render text with the link_to at the moment."
10766,@KevinB what an excellent resource! That just made my life waaaaay easier!
10767,"In ASP.NET MVC, I have a form. In this form the user selects a country, and then the ID is posted back to the server, using a normal . However, for some UX reasons, I use Knockout. Therefore I need to get my observable value to have the value of a dropdownlist. I want my label in the markup, to show the countryId, depending on the selected value on the dropdownlist. Markup: ViewModel: Then my question is: How do I modify my DropDownListFor, so the countryId is being set automatically? :-) Thanks a lot! I really enjoy learning Knockout, but this one has taken me a long time!"
10768,"i have: how can i get the innerHTML of the child of ""td1"" ? dosen't work."
10769,The project was moved to https://github.com/leblancmeneses/NPEG
10770,"You shoud use login.done() , not login.success() :) Success is used inside the ajax() funciton only! The success object function is deprecated, you can set success only as Ajax() param! And there is no need to Parse the data because its in Json format already!"
10771,this long: |-----------------|
10772,I want to parse XML formatted string. How to use XML parser on MonoTouch?
10773,"Sometimes in a long commit log, it's really painful to navigate the all-expanded diffs. (You get expanded-diffs when hitting enter from the magit-blame-mode for example) Is there a way to collapse these diffs?"
10774,"I am working on a test application based on ASP.NET MVC. I am new to CSS stuff so I am learning that as well. I have created a master page called ""new.master"" and created a new css ""new.css"". I am calling the view from controller as: What I am doing is that I am frequently updating the css and master page. So I run the application in debug mode frequently. After sometime I stop seeing the effect of changes in css. When I ""view source"" in chrome and check the css, it shows an old version. When I change the name of both master page and css, I start to receive updated views but that works for sometime and then again I stop getting the CSS updates. Have you faced this problem? How can I fix it? (Its terribly annoying!)"
10775,"We have a file named wordlist, which contains 1,876 KB worth of alphabetized words, all of which are longer than 4 letters and contain one carriage return between each new two-letter construction (ab, ac, ad, etc., words all contain returns between them): I want to create a new file that contains only words that are not derivatives of other, smaller words. For example, the wordlist contains the following words [""abuser, abused, abusers, abuse, abuses, etc.] The new file that is created should retain only the word ""abuse"" because it is the ""lowest common denominator"" (if you will) between all those words. Similarly, the word ""rodeo"" would be removed because it contains the word rode. I tried this implementation: But it always froze my computer. Any solutions?"
10776,See similar http://stackoverflow.com/q/308703
10777,"It might be questionable, but not a cause for rejection as long as you have a fallback behavior when/if the method can not be found. There are worse abuses that have passed."
10778,"What options are there to pull a GApps user creation date? I saw that the Admin SDK is capable of it, is it the only API capable of doing this? does any of the previous one also capable of? If possible using GAS, it will be most excellent, Thank you!"
10779,Excellent! Thanks for the link.
10780,Overall bytes includes those that have been released and is a running total of what has been allocated to your app during the lifetime of the app. The Live Bytes is the one to really worry about as that is the one that shows bytes that are currently allocated. Overall bytes could keep going on forever as long as you release stuff and the Live Bytes doesn't go too high then you will have no problems. From that screenshot live bytes looks ok. There are more details here
10781,"I want to know what is good start point to work on creating own GUI on iphone/objective-c. I've never done this part before, and I know I'm kinda attracted to make my own slick GUI, something like convertbot, which I really love :) Any suggestion would be appreciated! Thanks"
10782,"No worries! Keep at it...it's overwhelming at first, but it gets easier"
10783,"@hrbrmstr I already have a rApache implementation. I have simply no time to switch to a different technology. I chose this because it makes R behave like PHP and others, which means people can start to see R as a general purpose language... something I'd"
10784,I impleme and But I only the second one works. Can I have them both work?
10785,What is the difference between the events vs ? When does each event get hit?
10786,"This code seemed to do it: The accepted answer goes to dystroy as he was the first to point me in the right direction, excellent answer by Bart Kiers though, +1!"
10787,Wouldn't it be easier to store a shared copy of it in the application class?
10788,"This is excellent, thank you!"
10789,"Partition it first, to divide the zeros from the non-zeros. Then sort the rest. Oh, and before worrying about that, profile first!"
10790,How do you convert the *.docx file to an indexable (text) format? We use Apache POI to get our *.docx (and other office formats) indexed and this works pretty fine! You can have a look at the Implementation here:
10791,@sheidaei great :) keep it up! you even get 2 point bonus for accepting.
10792,"Tim, great-great sample, does exactly what I was looking for!"
10793,If you don't want to modify the file:
10794,"Ok after a LOT of searching I found the answer, which is relating to accessing request in django custom template tags.... You can see the answer here: I used the following: and then changed the following line: I really hope this helps someone else! :-)"
10795,"No, there is no performance difference if the view is essentially a"
10796,Excellent!!! This is exactly what I am looking for!
10797,Excellent work on that site by the way!
10798,This is answered . The concept was implementing with the tags such as and within the and div. Excellent answer!
10799,Edited my answer. It now references *Unicode and permalinks*.
10800,"I'm using the ImageMapster jQuery plugin, and I want to limit the number of selections that can be made on a (image-) map to a certain number. Let's say I have 30 areas, but only want 3 to be selected at the same time. After 3 selections have been made, the 4th selection should overwrite the 3rd. Is there a way I can do this? Any help would be hugely appreciated!"
10801,I try make authentication using But I get . How I should correct my code?
10802,"is probably not what you want, but is still really excellent."
10803,"Found the culprit! At first I tried the solution suggested by @billinkc in the comment, it worked (I managed to create a folder) but the folder wasn't usable as I couldn't upload packages. I have db_owner permission on the MSDB database and so I can see and access the SSIS MSDB folder. What I really needed was the db_ssisadmin permission. Not to worry as db_owner permissions allow me to give myself the db_ssisadmin permission! After this was done, all the problems (the one in the original Q and more) disappeared."
10804,"I'm trying to create a grid (matrix) of squares in a given area with n columns and m rows, and an option to set a spacing between the squares if desired. The grid should fill squares with random coloring. I'd also like to add a zoom function, so the colored squares will appear much bigger in a region that is double-clicked. Can anyone suggest a good method to generate the grid and assign random colors to the squares? If you can suggest how to create the zoom effect too that would be SUPER :) I'm new to canvas, so any method help would be great! Thanks"
10805,+1 Excellent explanation!
10806,Apple's MapCallouts code sample demonstrates how do do this with the callout and their Weather Map sample shows how to do custom annotation views. There documentation is really excellent and these samples are both helpful.
10807,"I need to echo only selected lines from a .txt file using PHP. The txt file content looks like this: The previous working code was echoing every lines. I'm trying to get the same formating but only with the selected lines. For instance let say only lines: 3, 5, 8, 10. The second step would then be if the lines could be echoed in a different order than the initial one. If someone knows a simple way to do it, that would be excellent! Thanx in advance."
10808,be very afraid?
10809,Thanks. First method is really great!
10810,This works as of Moq 3.1.416.3
10811,Tap the escape key. It's that simple.
10812,Why don't the bytes intersect??
10813,"This sounds like an excellent project! You might want to start with the module. You might also be interested in the module. Perhaps to get you started, here's a function that takes a path to a file and backs the file up by copying it and giving it a .bak extension."
10814,+1 I never knew about this
10815,"Can anyone help me add children to a plist? I think I want to record an index of rows from the plist and then state which index row to write the key too. I'm not sure how to say if the key will be a string, dictionary or array. The following is code from another question on adding a key to root. Any help would be extremely appreciated :)"
10816,wow the reaction time on this by you guys was amazing xD I'll give everyone +1 once I get to the 15 rep ^_^ Thank you so much everyone!
10817,Excellent! Glad that sorted it
10818,That doesn't seem to create a table... any reasons why? I tried dbdelta too.
10819,"Here is a code in , I would like to run it with , optimizing if possible."
10820,"Which GUI are we talking about: SWT, Swing, or (classic) AWT?"
10821,"@EdwardRuchevits Hey passing in cat and page worked! It now remembers it each time I navigate pages! Excellent! Question though, is 'cat' a predefined PHP variable for URLs? Also, while this works for me locally... how will this function when different us"
10822,"I had the same exception, I just installed the latest VM release and now the compilation complete successfully :)"
10823,"So, it is as simple as purchasing a domain name, and then adding that identifying information to the hosts file? If so, that is excellent!!"
10824,Excellent! This should be marked as an answer. Very good solution.
10825,can anyone give me simple code to create a line in iphone using drawrect?
10826,Check out .
10827,This was a very quick and excellent way to show me everything I needed!
10828,"I am using some PHP script to add some data from a complex form to MySQL db and then showing it all in some HTML table. Everything works just fine, but I would like to 'upgrade' my script with jQuery and (I suppose) AJAX. What I would like to do is when user submits data, the row (or ) shows up in the HTML table without refreshing a page. Form and table are on same page, of course... Some guidelines would be really helpful because I'm not sure should I even use AJAX or something else for my needs. Links for some tutorials will be also great :) Thanks a lot for any help!"
10829,"I am using NHibernate mapping-by-code to map the classes. Sometimes, in order to debug my NHibernate configuration, I would require to check exactly what were the settings passed over to NHibernate, and it is quite difficult do debug the mapping-by-code. Is there any way where you could convert the generated HbmMapping, back into the Xml file, just as if typed by hand? This would help a lot in diagnosing if the problem is lying from my mappings!"
10830,([0-1 ]?[0-9]|2[0-3]):([0-5][0-9]) I think that's the regex you're looking for (not specifically for javascript though). This site has an excellent amount of info for language-specific regular expressions! Cheers!
